candidate_id,final_score,signal_score,career_signal,skills_signal,strong_hits,medium_hits,assessment_bonus,recruiter_bonus,assessment_count,assessment_avg,assessment_max,saved_by_recruiters_30d,recruiter_response_rate,open_to_work,last_active_days,notice_period_days,years_of_experience,current_title,current_company,is_honeypot,honeypot_reason,consulting_only,exp_inflation_level,exp_inflation_gap_yrs,exp_inflation_evidence,has_degree_mismatch,has_deg_duration_anomaly,deg_duration_evidence,has_anach_institution,anach_inst_evidence,has_dur_contradiction
CAND_0097294,114.39,19.8,0,19.8,,,52.34,45.3,3,63.2,75.3,15,0.63,True,27,30,7.4,Analytics Engineer,InMobi,False,,False,none,0.23,,False,True,'M.E.' at 'Bharati Vidyapeeth': claimed 5 yrs (max expected 3),False,,False
CAND_0071544,114.31,17.0,0,17.0,,,62.11,76.2,4,71.8,86.9,33,0.78,False,58,60,5.0,Computer Vision Engineer,Mad Street Den,False,,False,none,0.08,,False,False,,False,,False
CAND_0011140,114.27,59.4,45,14.4,collaborative filtering,ranking|recommendation,63.12,27.75,5,66.9,81.9,3,0.52,True,102,120,5.1,ML Engineer,Haptik,False,,False,none,0.1,,False,False,,False,,False
CAND_0037000,114.26,110.0,99,11.0,learning-to-rank|search engineer,click-through|ranking|recommendation,65.17,54.05,5,69.0,87.8,20,0.61,False,36,15,2.7,Search Engineer,Unacademy,False,,False,moderate,-3.55,Summary says '6.3 years of experience' but profile.years_of_experience=2.7 (contradicts own field),False,False,,False,,False
CAND_0034316,114.0,15.6,0,15.6,,,49.2,65.2,3,53.7,78.6,30,0.43,True,67,90,6.2,Software Engineer,Freshworks,False,,False,none,0.2,,False,False,,False,,False
CAND_0095538,113.98,4.8,0,4.8,,,60.53,68.65,4,70.6,81.4,29,0.82,True,79,120,5.9,Senior Data Engineer,Meesho,False,,False,none,0.07,,False,False,,False,,False
CAND_0082382,113.97,15.6,0,15.6,,,48.65,47.25,3,57.5,68.3,16,0.57,True,74,90,5.1,Data Engineer,PolicyBazaar,False,,False,none,0.1,,False,False,,False,,False
CAND_0084283,113.95,50.4,45,5.4,collaborative filtering,ranking|recommendation,58.45,62.6,3,74.1,84.1,25,0.86,True,81,30,3.6,Junior ML Engineer,Sarvam AI,False,,False,none,0.02,,True,True,'M.E.' at 'KIIT University': claimed 4 yrs (max expected 3),False,,False
CAND_0013002,113.64,69.6,45,24.6,collaborative filtering,ranking|recommendation,40.84,78.2,2,52.9,58.4,37,0.76,False,107,45,4.4,Senior Software Engineer (ML),TCS,False,,False,none,0.07,,False,False,,False,,False
CAND_0030556,113.49,15.0,0,15.0,,,56.59,57.9,4,61.2,80.6,27,0.33,True,96,30,7.8,Software Engineer,CRED,False,,False,none,0.05,,False,False,,False,,False
CAND_0052440,113.36,6.0,0,6.0,,,52.96,57.0,4,57.8,69.2,25,0.63,True,66,120,5.3,Senior Software Engineer,Swiggy,False,,False,none,0.13,,False,False,,False,,False
CAND_0015057,113.35,11.8,0,11.8,,,50.05,77.5,3,60.1,70.1,32,0.85,True,28,90,4.6,ML Engineer,Meesho,False,,False,none,0.1,,False,False,,False,,False
CAND_0080589,113.33,4.8,0,4.8,,,51.18,73.35,2,71.0,74.0,34,0.44,True,59,90,5.7,Computer Vision Engineer,Niramai,False,,False,none,0.03,,False,False,,False,,False
CAND_0046108,113.32,60.6,45,15.6,collaborative filtering,ranking|recommendation,56.06,60.55,5,54.5,71.2,21,0.87,False,80,90,3.6,ML Engineer,CRED,False,,False,none,0.02,,False,False,,False,,False
CAND_0015581,113.23,24.2,0,24.2,,,51.08,41.15,2,64.5,86.4,15,0.58,True,95,60,6.0,Senior Software Engineer (ML),Niramai,False,,False,none,0.08,,False,False,,False,,False
CAND_0010655,113.03,15.0,0,15.0,,,61.28,56.75,5,65.2,76.0,32,0.36,True,53,120,5.8,ML Engineer,upGrad,False,,False,none,0.13,,False,False,,False,,False
CAND_0071747,113.0,12.0,0,12.0,,,44.17,78.4,3,52.0,56.8,36,0.87,True,27,90,4.2,AI Research Engineer,Rephrase.ai,False,,False,none,0.12,,False,True,'B.Sc' at 'Anna University': claimed 5 yrs (max expected 4),False,,False
CAND_0050616,112.98,15.8,0,15.8,,,53.85,44.75,3,68.0,73.3,21,0.2,True,76,60,5.9,Data Analyst,Razorpay,False,,False,none,0.07,,False,False,,False,,False
CAND_0087529,112.87,52.0,45,7.0,collaborative filtering,ranking|recommendation,60.82,46.05,5,65.1,73.9,24,0.29,True,102,90,4.0,AI Specialist,InMobi,False,,False,none,0.0,,False,False,,False,,False
CAND_0090690,112.77,5.4,0,5.4,,,62.05,67.2,5,64.8,80.7,29,0.56,True,94,60,4.9,Data Engineer,Dream11,False,,False,none,0.07,,False,False,,False,,False
CAND_0013456,112.73,23.0,0,23.0,,,59.28,39.35,4,65.8,84.9,5,0.49,True,55,60,4.7,Data Scientist,Aganitha,False,,False,none,0.12,,False,True,'M.Tech' at 'IIIT Bangalore': claimed 5 yrs (max expected 3),False,,False
CAND_0008918,112.59,53.6,45,8.6,collaborative filtering,ranking|recommendation,50.38,54.5,1,77.3,77.3,15,0.57,True,113,90,3.6,AI Specialist,Genpact AI,False,,False,none,0.1,,False,False,,False,,False
CAND_0065514,112.53,21.4,0,21.4,,,50.88,64.5,4,53.7,67.0,39,0.39,True,38,90,6.6,ML Engineer,Genpact AI,False,,False,none,0.02,,False,True,'M.E.' at 'Lovely Professional University': claimed 5 yrs (max expected 3),False,,False
CAND_0061819,112.32,10.2,0,10.2,,,54.85,54.45,3,68.8,76.6,22,0.79,True,84,120,5.0,Junior ML Engineer,Aganitha,False,,False,none,0.08,,False,False,,False,,False
CAND_0045475,112.26,12.0,0,12.0,,,49.28,58.65,4,53.0,60.5,27,0.55,True,40,60,4.9,ML Engineer,Genpact AI,False,,False,none,0.07,,False,False,,False,,False
CAND_0004047,112.21,15.6,0,15.6,,,38.32,53.95,2,48.5,54.7,15,0.75,True,77,60,5.6,Data Engineer,Stark Industries,False,,False,none,0.1,,False,False,,False,,False
CAND_0044213,112.02,14.2,0,14.2,,,36.1,66.9,1,53.5,53.5,23,0.89,True,27,45,3.7,AI Specialist,Haptik,False,,False,none,0.03,,False,False,,False,,False
CAND_0024921,111.9,14.0,0,14.0,,,45.93,54.3,3,52.5,64.7,20,0.78,True,40,90,7.4,Data Engineer,PharmEasy,False,,False,none,0.07,,False,False,,False,,False
CAND_0045862,111.9,52.2,45,7.2,collaborative filtering,ranking|recommendation,52.68,51.35,2,68.8,85.7,16,0.54,True,117,90,6.7,AI Specialist,Yellow.ai,False,,False,none,0.12,,True,False,,False,,False
CAND_0016902,111.85,11.0,0,11.0,,,36.04,65.25,1,53.4,53.4,27,0.81,True,65,120,6.4,Data Analyst,Swiggy,False,,False,none,0.15,,False,False,,False,,False
CAND_0005193,111.81,4.8,0,4.8,,,49.91,67.15,3,55.1,79.3,26,0.82,True,64,60,6.2,Senior Software Engineer,Acme Corp,False,,False,none,0.12,,False,True,'B.Sc' at 'Generic State University': claimed 5 yrs (max expected 4),False,,False
CAND_0022614,111.75,4.8,0,4.8,,,65.15,57.8,5,69.8,86.2,15,0.65,True,79,90,6.0,Data Scientist,Verloop.io,False,,False,none,0.08,,False,False,,False,,False
CAND_0073180,111.73,10.0,0,10.0,,,48.64,61.2,1,74.4,74.4,19,0.72,True,38,90,6.9,Senior Software Engineer,HCL,False,,False,none,0.07,,False,False,,False,,False
CAND_0006870,111.57,6.6,0,6.6,,,53.64,58.9,4,56.2,75.9,32,0.33,True,38,30,3.9,ML Engineer,Aganitha,False,,False,none,0.07,,False,False,,False,,False
CAND_0073620,111.38,49.4,45,4.4,collaborative filtering,ranking|recommendation,56.49,46.3,5,57.5,67.5,11,0.63,True,55,90,4.4,AI Research Engineer,TCS,False,,False,none,0.07,,False,True,'M.Sc' at 'VJTI Mumbai': claimed 5 yrs (max expected 3),False,,False
CAND_0040274,111.33,16.4,0,16.4,,,57.77,39.55,3,73.8,81.2,18,0.16,True,27,90,5.2,Backend Engineer,CRED,False,,False,none,0.03,,False,False,,False,,False
CAND_0043125,111.22,26.0,0,26.0,,,48.82,52.4,2,66.5,71.1,16,0.78,True,90,90,5.3,Senior Software Engineer (ML),Rephrase.ai,False,,False,none,0.05,,False,False,,False,,False
CAND_0011996,111.13,3.2,0,3.2,,,59.35,63.1,4,69.8,77.1,25,0.73,True,39,60,4.1,Backend Engineer,Flipkart,False,,False,none,0.1,,False,True,'M.Sc' at 'VJTI Mumbai': claimed 4 yrs (max expected 3),False,,False
CAND_0057696,111.05,9.2,0,9.2,,,60.0,42.8,5,62.4,75.1,22,0.22,True,131,30,7.6,Senior Software Engineer,InMobi,False,,False,none,0.1,,False,False,,False,,False
CAND_0019159,110.97,27.8,0,27.8,,,50.32,73.85,1,77.2,77.2,33,0.75,False,40,45,6.1,ML Engineer,Genpact AI,False,,False,none,0.1,,False,False,,False,,False
CAND_0025663,110.96,64.6,45,19.6,collaborative filtering,ranking|recommendation,60.41,36.95,3,77.8,86.4,5,0.65,False,87,120,6.4,Computer Vision Engineer,Razorpay,False,,False,none,0.07,,False,False,,False,,False
CAND_0021488,110.94,15.8,0,15.8,,,52.54,68.6,3,66.0,70.7,29,0.67,True,72,60,6.5,Data Engineer,Nykaa,False,,False,none,0.08,,False,True,'M.Tech' at 'Manipal Institute of Technology': claimed 4 yrs (max expected 3),False,,False
CAND_0088441,110.9,20.6,0,20.6,,,47.38,38.55,1,72.3,72.3,11,0.38,True,38,90,6.5,AI Specialist,Sarvam AI,False,,False,none,0.08,,False,False,,False,,False
CAND_0048295,110.78,15.0,0,15.0,,,44.02,50.85,2,59.8,60.6,13,0.71,True,78,90,5.8,Senior Data Engineer,Wayne Enterprises,False,,False,none,0.05,,False,False,,False,,False
CAND_0018613,110.75,24.2,0,24.2,,,55.75,56.8,3,66.5,85.7,26,0.39,True,64,120,4.8,Senior Software Engineer (ML),Haptik,False,,False,none,0.05,,False,False,,False,,False
CAND_0098200,110.62,4.8,0,4.8,,,48.75,42.15,3,57.9,67.9,17,0.46,True,45,60,5.4,Data Engineer,Mindtree,False,,False,none,0.15,,False,False,,False,,False
CAND_0046313,110.56,10.8,0,10.8,,,65.22,53.65,5,70.3,85.4,23,0.45,True,107,60,5.8,Senior Software Engineer (ML),Flipkart,False,,False,none,0.05,,False,False,,False,,False
CAND_0004534,110.5,3.2,0,3.2,,,57.28,58.15,2,79.8,86.9,28,0.53,True,37,120,4.2,Senior Software Engineer (ML),Glance,False,,False,none,0.12,,False,False,,False,,False
CAND_0051692,110.5,22.2,0,22.2,,,41.26,80.6,1,62.1,62.1,39,0.8,True,64,120,3.4,Senior Software Engineer (ML),Unacademy,False,,False,none,0.07,,False,True,'M.E.' at 'PES University': claimed 4 yrs (max expected 3),False,,False
CAND_0021490,110.49,0.6,0,0.6,,,64.85,71.0,4,78.3,87.7,31,0.66,True,87,120,4.3,Computer Vision Engineer,BYJU'S,False,,False,none,0.05,,False,True,'M.Tech' at 'Regional Technical Institute': claimed 5 yrs (max expected 3),False,,False
CAND_0058146,110.46,19.8,0,19.8,,,47.26,76.4,2,61.0,74.3,32,0.79,False,111,45,5.1,AI Research Engineer,PolicyBazaar,False,,False,none,0.1,,False,False,,False,,False
CAND_0051267,110.38,21.8,0,21.8,,,51.8,42.05,3,58.6,81.8,12,0.51,True,54,120,6.7,Software Engineer,Stark Industries,False,,False,none,0.03,,False,False,,False,,False
CAND_0025302,110.3,15.0,0,15.0,,,47.2,64.1,1,72.0,72.0,24,0.73,True,43,90,6.8,Senior Data Engineer,Vedantu,False,,False,none,0.05,,False,False,,False,,False
CAND_0022570,110.29,14.4,0,14.4,,,53.54,58.35,5,47.8,72.1,24,0.72,True,149,30,7.0,Analytics Engineer,TCS,False,,False,none,0.0,,False,False,,False,,False
CAND_0008049,110.26,45.0,45,0.0,collaborative filtering,ranking|recommendation,52.74,75.85,3,65.6,72.5,38,0.43,False,106,60,6.3,ML Engineer,Niramai,False,,False,none,0.13,,False,True,'M.Sc' at 'Thapar University': claimed 5 yrs (max expected 3),False,,False
CAND_0032270,110.17,20.2,0,20.2,,,38.8,72.7,1,58.0,58.0,37,0.64,False,28,60,4.4,Data Scientist,Tech Mahindra,False,,False,none,0.07,,False,False,,False,,False
CAND_0051936,110.13,0.6,0,0.6,,,51.58,73.95,2,69.7,78.6,34,0.81,True,29,30,3.9,AI Research Engineer,Observe.AI,False,,False,none,0.07,,False,False,,False,,False
CAND_0003575,109.97,12.6,0,12.6,,,56.2,57.8,4,61.3,78.3,17,0.67,True,30,45,3.7,Data Scientist,Glance,False,,False,none,0.03,,False,False,,False,,False
CAND_0022023,109.95,8.0,0,8.0,,,57.0,60.95,2,78.8,87.5,28,0.47,True,33,60,4.6,AI Research Engineer,Saarthi.ai,False,,False,none,0.1,,False,False,,False,,False
CAND_0001530,109.91,8.0,0,8.0,,,55.23,45.65,4,61.1,73.9,23,0.21,True,87,120,5.4,Data Engineer,Flipkart,False,,False,none,0.07,,False,False,,False,,False
CAND_0099581,109.79,15.6,0,15.6,,,55.64,74.55,2,78.7,80.9,42,0.42,True,91,120,6.4,AI Specialist,upGrad,False,,False,none,0.15,,False,False,,False,,False
CAND_0035321,109.71,5.4,0,5.4,,,52.86,52.55,3,62.3,79.7,19,0.71,True,130,30,7.2,Senior Data Engineer,Flipkart,False,,False,none,0.12,,False,False,,False,,False
CAND_0099461,109.67,3.8,0,3.8,,,40.08,70.85,2,50.0,60.3,29,0.7,True,57,60,4.9,Software Engineer,Mindtree,False,,False,none,0.07,,False,False,,False,,False
CAND_0094400,109.65,15.8,0,15.8,,,65.44,40.15,4,79.9,87.4,13,0.38,True,79,90,5.5,Computer Vision Engineer,Verloop.io,False,,False,none,0.08,,False,False,,False,,False
CAND_0090584,109.48,6.0,0,6.0,,,56.44,74.2,4,63.6,75.0,34,0.64,True,114,120,5.1,ML Engineer,Flipkart,False,,False,none,0.1,,False,True,'M.Sc' at 'Delhi College of Engineering': claimed 5 yrs (max expected 3),False,,False
CAND_0045613,109.28,68.0,45,23.0,collaborative filtering,ranking|recommendation,58.92,53.1,3,73.9,86.8,19,0.63,False,92,90,5.0,Computer Vision Engineer,Saarthi.ai,False,,False,none,0.08,,False,True,'M.E.' at 'IIT Kanpur': claimed 5 yrs (max expected 3),False,,False
CAND_0001267,109.19,11.6,0,11.6,,,57.46,44.25,3,73.9,79.5,14,0.39,True,40,60,6.1,Analytics Engineer,Wipro,False,,False,none,0.1,,False,True,'M.Sc' at 'Jadavpur University': claimed 5 yrs (max expected 3),False,,False
CAND_0001151,109.14,55.8,45,10.8,collaborative filtering,ranking|recommendation,59.84,70.5,2,85.8,87.5,35,0.56,False,92,45,5.0,Junior ML Engineer,Aganitha,False,,False,none,0.08,,False,True,'M.Sc' at 'IISc Bangalore': claimed 4 yrs (max expected 3),False,,False
CAND_0018564,109.11,4.8,0,4.8,,,45.5,46.0,2,56.4,74.7,11,0.82,True,82,30,5.4,Software Engineer,Acme Corp,False,,False,none,0.15,,False,False,,False,,False
CAND_0088766,108.98,9.6,0,9.6,,,47.98,55.3,1,73.3,73.3,20,0.74,True,47,30,4.4,Data Analyst,Pied Piper,False,,False,none,0.07,,False,False,,False,,False
CAND_0021100,108.97,14.4,0,14.4,,,57.96,67.45,5,54.2,81.3,29,0.74,True,39,90,7.0,Data Engineer,PharmEasy,False,,False,none,0.08,,False,True,'M.Sc' at 'PES University': claimed 4 yrs (max expected 3),False,,False
CAND_0049896,108.95,105.2,91,14.2,collaborative filtering|search engineer,ranking|recommendation,0.0,73.75,0,0,0,44,0.43,True,35,90,7.3,Search Engineer,Unacademy,False,,False,none,0.05,,False,True,'M.E.' at 'Chandigarh University': claimed 5 yrs (max expected 3),False,,False
CAND_0052244,108.94,6.0,0,6.0,,,53.74,65.2,2,74.5,79.6,23,0.73,True,65,120,7.0,Analytics Engineer,Cognizant,False,,False,none,0.17,,False,False,,False,,False
CAND_0014683,108.88,45.6,45,0.6,collaborative filtering,ranking|recommendation,51.63,31.65,3,60.5,77.1,4,0.7,True,68,120,5.6,Senior Software Engineer (ML),Rephrase.ai,False,,False,none,0.1,,False,False,,False,,False
CAND_0084545,108.72,18.2,0,18.2,,,39.02,57.5,2,48.1,58.8,23,0.68,True,76,30,4.0,Senior Data Engineer,InMobi,False,,False,none,0.0,,False,False,,False,,False
CAND_0005558,108.25,12.0,0,12.0,,,58.25,34.0,5,61.6,68.0,7,0.33,True,52,30,7.6,Backend Engineer,Pied Piper,False,,False,none,0.1,,False,False,,False,,False
CAND_0016922,108.23,4.0,0,4.0,,,55.77,48.9,5,54.4,70.1,18,0.64,True,35,90,6.2,Data Engineer,CRED,False,,False,none,0.12,,False,False,,False,,False
CAND_0047542,108.0,20.4,0,20.4,,,44.38,44.6,1,67.3,67.3,14,0.75,True,69,45,5.0,Senior Software Engineer (ML),Meesho,False,,False,none,0.0,,False,False,,False,,False
CAND_0022127,107.98,12.8,0,12.8,,,48.1,87.7,1,73.5,73.5,43,0.86,True,104,120,5.5,Computer Vision Engineer,Rephrase.ai,False,,False,none,0.08,,False,True,'M.Sc' at 'Bharati Vidyapeeth': claimed 4 yrs (max expected 3),False,,False
CAND_0012632,107.82,9.2,0,9.2,,,58.0,70.35,4,62.5,85.0,35,0.53,False,89,120,6.0,AI Specialist,Razorpay,False,,False,none,0.0,,False,False,,False,,False
CAND_0076013,107.74,7.2,0,7.2,,,50.74,69.8,3,63.4,66.9,30,0.54,True,47,120,7.1,Data Engineer,Accenture,False,,False,none,0.18,,False,False,,False,,False
CAND_0087713,107.72,4.8,0,4.8,,,59.32,59.6,5,59.5,77.6,28,0.51,True,42,90,6.4,Data Analyst,Vedantu,False,,False,none,0.15,,False,False,,False,,False
CAND_0041839,107.67,0.6,0,0.6,,,53.71,58.0,3,65.0,78.6,29,0.29,True,83,90,6.2,Analytics Engineer,Cognizant,False,,False,none,0.12,,False,False,,False,,False
CAND_0023587,107.62,52.2,45,7.2,collaborative filtering,ranking|recommendation,44.97,59.4,3,50.3,64.2,22,0.9,True,30,120,3.2,ML Engineer,Swiggy,False,,False,none,0.03,,False,True,'M.Tech' at 'Manipal Institute of Technology': claimed 5 yrs (max expected 3),False,,False
CAND_0071981,107.54,9.4,0,9.4,,,52.54,47.2,2,71.0,80.6,22,0.26,True,40,120,7.1,Data Engineer,Nykaa,False,,False,none,0.1,,False,False,,False,,False
CAND_0045041,107.53,11.0,0,11.0,,,56.58,69.95,2,80.7,81.5,28,0.76,True,68,120,4.1,Senior Data Engineer,Dream11,False,,False,none,0.1,,False,False,,False,,False
CAND_0028287,107.51,8.6,0,8.6,,,58.55,47.7,3,72.6,87.6,14,0.6,True,48,90,5.7,Data Scientist,Unacademy,False,,False,none,0.03,,False,False,,False,,False
CAND_0033303,107.47,30.8,0,30.8,,,56.02,62.65,1,86.7,86.7,31,0.57,True,108,90,4.4,AI Specialist,Aganitha,False,,False,none,0.07,,False,False,,False,,False
CAND_0075491,107.43,4.6,0,4.6,,,36.58,76.25,1,54.3,54.3,43,0.4,True,45,60,6.0,AI Research Engineer,InMobi,False,,False,none,0.08,,False,False,,False,,False
CAND_0006970,107.4,15.8,0,15.8,,,44.56,68.2,1,67.6,67.6,25,0.76,True,88,90,5.3,Senior Software Engineer,upGrad,False,,False,none,0.05,,False,True,'M.Sc' at 'Tier-3 Engineering College': claimed 5 yrs (max expected 3),False,,False
CAND_0006833,107.36,48.2,45,3.2,collaborative filtering,ranking|recommendation,55.46,29.5,4,62.0,73.4,5,0.26,False,64,120,5.7,AI Research Engineer,Mad Street Den,False,,False,none,0.03,,False,False,,False,,False
CAND_0061696,107.35,6.0,0,6.0,,,50.38,84.9,1,77.3,77.3,43,0.78,False,79,30,3.5,Senior Software Engineer (ML),Glance,False,,False,none,0.0,,False,False,,False,,False
CAND_0087006,107.22,59.2,45,14.2,collaborative filtering,ranking|recommendation,0.0,67.3,0,0,0,39,0.32,True,77,60,5.7,Senior Software Engineer (ML),Saarthi.ai,False,,False,none,0.03,,False,False,,False,,False
CAND_0068410,107.12,18.8,0,18.8,,,49.17,45.15,3,56.3,73.2,17,0.42,True,25,45,5.8,Senior Software Engineer (ML),Unacademy,False,,False,none,0.05,,False,False,,False,,False
CAND_0096589,107.12,12.0,0,12.0,,,53.28,52.8,2,71.4,83.6,23,0.28,True,72,45,4.1,Computer Vision Engineer,Sarvam AI,False,,False,none,0.02,,False,False,,False,,False
CAND_0037424,107.05,19.8,0,19.8,,,59.78,53.0,5,62.8,73.4,30,0.34,True,113,120,5.6,AI Research Engineer,Ola,False,,False,none,0.02,,False,False,,False,,False
CAND_0039809,106.95,35.6,0,35.6,,,56.62,54.15,5,55.0,73.2,18,0.8,True,70,120,2.3,Data Analyst,Swiggy,False,,False,none,0.05,,False,False,,False,,False
CAND_0054882,106.88,4.8,0,4.8,,,46.96,67.0,2,57.6,79.6,30,0.65,True,113,60,5.2,Senior Software Engineer,Wipro,False,,False,none,0.03,,False,False,,False,,False
CAND_0062658,106.87,3.8,0,3.8,,,43.42,68.15,1,65.7,65.7,26,0.81,True,30,90,4.2,Junior ML Engineer,Flipkart,False,,False,none,0.03,,False,False,,False,,False
CAND_0001086,106.83,23.0,0,23.0,,,58.34,51.3,4,64.8,82.0,26,0.3,True,147,30,8.0,Senior Software Engineer,Dunder Mifflin,False,,False,none,0.17,,False,True,'M.Tech' at 'Amity University': claimed 4 yrs (max expected 3),False,,False
CAND_0064331,106.83,75.8,45,30.8,collaborative filtering,ranking|recommendation,51.68,86.35,2,69.6,79.2,40,0.74,False,99,30,4.2,Senior Software Engineer (ML),Swiggy,False,,False,none,0.12,,True,True,'B.Sc' at 'Stanford University': claimed 5 yrs (max expected 4),False,,False
CAND_0093401,106.76,3.8,0,3.8,,,56.19,63.2,4,62.6,75.8,21,0.85,True,30,120,6.0,AI Specialist,Haptik,False,,False,none,0.17,,False,True,'B.Sc' at 'NIT Trichy': claimed 5 yrs (max expected 4),False,,False
CAND_0004517,106.57,11.0,0,11.0,,,56.61,65.7,4,63.8,75.4,28,0.71,True,50,90,3.5,Data Analyst,Stark Industries,False,,False,none,0.08,,False,False,,False,,False
CAND_0040099,106.56,8.8,0,8.8,,,61.96,61.8,5,61.1,87.7,25,0.69,True,49,45,3.9,ML Engineer,TCS,False,,False,none,0.07,,False,False,,False,,False
CAND_0074731,106.53,9.6,0,9.6,,,30.4,70.15,1,44.0,44.0,30,0.58,True,105,60,6.6,Data Scientist,InMobi,False,,False,none,0.1,,False,False,,False,,False
CAND_0032311,106.39,8.0,0,8.0,,,50.08,49.3,1,76.8,76.8,8,0.84,True,117,30,6.4,Cloud Engineer,Pied Piper,False,,False,none,0.07,,False,False,,False,,False
CAND_0072817,106.39,4.8,0,4.8,,,50.84,48.45,2,70.7,72.8,21,0.3,True,34,120,7.2,Analytics Engineer,Stark Industries,False,,False,none,0.12,,False,False,,False,,False
CAND_0044168,106.38,0.6,0,0.6,,,60.78,57.0,5,61.7,80.5,23,0.52,True,76,90,5.9,Senior Data Engineer,Globex Inc,False,,False,none,0.07,,False,False,,False,,False
CAND_0024620,106.34,87.0,58,29.0,learning-to-rank,click-through|ranking|recommendation,0.0,65.35,0,0,0,27,0.41,True,70,45,5.9,AI Engineer,PharmEasy,False,,False,none,0.07,,False,True,'M.Sc' at 'VIT Vellore': claimed 4 yrs (max expected 3),False,,False
CAND_0051004,106.34,17.8,6,11.8,,,64.25,37.05,4,75.4,90.4,4,0.41,True,47,15,4.7,Senior Data Scientist,CRED,False,,False,none,0.03,,False,True,'B.Sc' at 'IIT Kanpur': claimed 5 yrs (max expected 4),False,,False
CAND_0080768,106.23,4.8,0,4.8,,,49.9,58.6,1,76.5,76.5,29,0.29,True,27,60,4.7,Senior Software Engineer,PolicyBazaar,False,,False,none,0.03,,False,False,,False,,False
CAND_0044850,106.13,15.6,0,15.6,,,57.77,50.5,4,67.3,74.3,16,0.73,True,132,120,6.9,Backend Engineer,upGrad,False,,False,none,0.15,,False,False,,False,,False
CAND_0088878,106.11,54.4,45,9.4,collaborative filtering,ranking|recommendation,58.64,72.4,3,72.7,87.8,43,0.31,False,110,120,4.4,Senior Software Engineer (ML),Paytm,False,,False,none,0.15,,False,False,,False,,False
CAND_0085383,106.09,19.8,0,19.8,,,51.7,46.4,3,64.6,69.3,25,0.16,True,78,90,6.5,Senior Data Engineer,Wipro,False,,False,none,0.08,,False,False,,False,,False
CAND_0078165,105.86,14.2,0,14.2,,,47.22,61.8,2,60.3,75.5,29,0.55,True,32,90,7.3,Backend Engineer,Flipkart,False,,False,none,0.13,,False,False,,False,,False
CAND_0074835,105.85,15.8,0,15.8,,,43.56,53.8,2,56.8,64.1,21,0.54,True,82,120,5.6,Data Analyst,Stark Industries,False,,False,none,0.1,,False,False,,False,,False
CAND_0047260,105.78,9.6,0,9.6,,,59.63,56.55,5,58.1,82.0,25,0.4,True,95,30,6.2,Backend Engineer,TCS,False,,False,none,0.12,,False,False,,False,,False
CAND_0075138,105.61,13.8,0,13.8,,,50.68,73.8,2,65.7,82.1,38,0.46,True,71,60,4.6,AI Research Engineer,Infosys,False,,False,none,0.1,,True,False,,False,,False
CAND_0020845,105.54,10.2,0,10.2,,,30.64,66.7,1,44.4,44.4,31,0.35,True,31,60,7.0,AI Research Engineer,Swiggy,False,,False,none,0.08,,False,False,,False,,False
CAND_0080344,105.53,52.2,45,7.2,collaborative filtering,ranking|recommendation,53.54,41.6,3,64.3,79.1,5,0.7,True,33,90,4.9,Senior Software Engineer (ML),Zoho,False,,False,none,0.15,,False,True,'B.Sc' at 'SRM Chennai': claimed 5 yrs (max expected 4),False,,False
CAND_0072091,105.48,66.8,45,21.8,collaborative filtering,ranking|recommendation,41.68,84.0,1,62.8,62.8,44,0.6,False,57,30,4.6,ML Engineer,Krutrim,False,,False,none,0.1,,True,True,'B.Sc' at 'IIT Kharagpur': claimed 5 yrs (max expected 4),False,,False
CAND_0052065,105.3,4.8,0,4.8,,,60.94,47.65,5,63.8,77.0,17,0.36,True,62,90,7.4,Senior Data Engineer,Acme Corp,False,,False,none,0.15,,False,False,,False,,False
CAND_0039269,105.29,11.4,0,11.4,,,50.74,72.3,3,61.3,71.1,38,0.51,True,118,60,3.3,Junior ML Engineer,Zomato,False,,False,none,0.05,,False,False,,False,,False
CAND_0044428,105.25,13.4,0,13.4,,,63.2,64.65,5,65.0,86.1,34,0.32,True,61,60,4.1,Data Scientist,Wysa,False,,False,none,0.1,,False,True,'M.E.' at 'Manipal Institute of Technology': claimed 5 yrs (max expected 3),False,,False
CAND_0074303,105.2,23.8,0,23.8,,,52.3,70.8,2,71.8,77.9,36,0.44,False,89,60,3.7,Senior Software Engineer (ML),InMobi,False,,False,none,0.12,,False,False,,False,,False
CAND_0051970,105.12,6.6,0,6.6,,,48.92,59.6,2,63.0,78.6,22,0.74,True,48,60,6.4,Analytics Engineer,Freshworks,False,,False,none,0.07,,False,False,,False,,False
CAND_0038328,105.03,53.8,45,8.8,collaborative filtering,ranking|recommendation,61.75,77.3,4,73.6,81.6,37,0.75,False,51,45,4.0,Junior ML Engineer,PhonePe,False,,False,none,0.0,,True,True,'M.Tech' at 'Jadavpur University': claimed 5 yrs (max expected 3),False,,False
CAND_0088049,105.01,50.4,45,5.4,collaborative filtering,ranking|recommendation,48.36,71.25,2,67.1,67.7,34,0.78,False,98,60,5.9,Junior ML Engineer,Freshworks,False,,False,none,0.15,,False,False,,False,,False
CAND_0089381,104.96,11.4,0,11.4,,,58.22,41.0,5,58.3,74.4,3,0.81,True,26,90,6.0,Computer Vision Engineer,Ola,False,,False,none,0.17,,False,False,,False,,False
